Minute,TVC,Label,MQ135,MQ136,MQ137,MQ138,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9
780,4.122483911,3,12.32,6.97,17.88,9.97,6.78,14.53,5.43,16.78,15.91,41.58,12.18
781,4.257484899,3,12.28,6.91,17.88,9.93,6.72,14.47,5.39,16.64,15.84,43.22,11.99
782,4.257484899,3,12.18,6.88,17.88,9.89,6.7,14.42,5.36,16.57,15.77,42.66,12.13
783,4.257484899,3,12.23,6.88,17.96,9.89,6.72,14.47,5.36,16.57,15.84,42.94,12.08
784,4.257484899,3,10.87,5.86,16.58,8.62,5.67,12.98,4.58,14.87,14.76,39.3,10.95
785,4.257484899,3,10.78,5.79,16.44,8.56,5.6,12.98,4.56,14.75,14.76,39.06,10.7
786,4.257484899,3,12.08,6.83,17.66,9.81,6.67,14.53,5.36,15.76,15.91,44.96,11.99
787,4.257484899,3,12.13,6.88,17.81,9.89,6.72,14.53,5.39,15.83,15.84,44.07,12.03
788,4.257484899,3,11.57,6.45,17.14,9.36,6.27,13.9,5.02,15.25,15.42,41.84,11.52
789,4.257484899,3,11.8,6.58,17.36,9.47,6.4,14.13,5.13,15.76,15.56,42.38,11.48
790,4.257484899,3,11.71,6.53,17.07,9.51,6.35,14.01,5.11,15.5,15.49,47.48,11.71
791,4.257484899,3,12.18,6.88,17.66,9.93,6.72,14.53,5.39,16.02,15.84,43.78,11.99
792,4.257484899,3,12.13,6.85,17.58,9.85,6.67,14.47,5.34,15.96,15.63,42.94,12.18
793,4.257484899,3,12.13,6.88,17.66,9.89,6.72,14.53,5.36,15.96,15.91,43.5,12.18
794,4.257484899,3,11.57,6.42,17,9.32,6.25,13.84,5,15.56,15.42,39.3,11.57
795,4.257484899,3,11.99,6.74,17.43,9.7,6.59,14.36,5.28,15.89,15.77,43.22,11.85
796,4.257484899,3,12.04,6.77,17.43,9.77,6.61,14.36,5.28,15.96,15.7,41.32,11.71
797,4.257484899,3,11.17,6.11,16.58,8.97,5.92,13.41,4.76,15.18,15.02,40.54,10.65
798,4.257484899,3,11.75,6.55,17.14,9.47,6.38,14.13,5.11,15.63,15.56,42.38,11.62
799,4.257484899,3,11.66,6.5,17.14,9.47,6.32,14.01,5.09,15.63,15.49,42.11,11.34
800,4.257484899,3,11.08,6.01,16.37,8.9,5.79,13.3,4.68,14.93,14.83,39.79,10.87
801,4.257484899,3,11.99,6.77,17.36,9.73,6.59,14.42,5.28,15.83,15.63,42.38,11.71
802,4.257484899,3,11.99,6.77,17.43,9.73,6.59,14.42,5.28,15.56,15.63,42.38,11.57
803,4.257484899,3,12.08,6.83,17.36,9.81,6.64,14.47,5.3,15.76,15.7,42.38,11.66
804,4.257484899,3,12.08,6.85,17.43,9.85,6.67,14.47,5.32,15.83,15.84,41.84,11.89
805,4.257484899,3,12.08,6.83,17.43,9.81,6.64,14.47,5.3,15.83,15.77,42.38,11.57
806,4.257484899,3,12.04,6.77,17.43,9.73,6.61,14.36,5.28,15.76,15.7,42.66,11.52
807,4.257484899,3,12.08,6.83,17.51,9.77,6.61,14.42,5.3,15.83,15.56,42.38,11.52
808,4.257484899,3,12.04,6.8,17.43,9.73,6.67,14.42,5.28,15.83,15.7,42.66,11.66
809,4.257484899,3,12.04,6.8,17.43,9.77,6.61,14.42,5.28,15.83,15.63,42.66,11.85
810,4.257484899,3,12.04,6.8,17.51,9.77,6.61,14.42,5.28,15.83,15.63,43.78,11.57
811,4.257484899,3,12.08,6.83,17.51,9.81,6.64,14.42,5.26,15.83,15.63,42.94,11.57
812,4.257484899,3,12.08,6.83,17.51,9.81,6.64,14.42,5.28,15.63,15.63,44.96,11.71
813,4.257484899,3,12.08,6.83,17.51,9.77,6.64,14.47,5.3,15.83,15.7,44.96,11.85
814,4.257484899,3,12.08,6.83,17.51,9.81,6.64,14.42,5.3,15.83,15.63,46.19,11.94
815,4.257484899,3,12.04,6.83,17.51,9.81,6.64,14.47,5.28,15.83,15.7,42.38,11.94
816,4.257484899,3,12.04,6.8,17.51,9.77,6.61,14.42,5.28,15.83,15.7,42.66,11.99
817,4.257484899,3,12.08,6.83,17.51,9.77,6.64,14.47,5.3,15.89,15.7,42.38,11.99
818,4.257484899,3,12.08,6.83,17.51,9.81,6.67,14.47,5.28,15.83,15.7,42.66,11.85
819,4.257484899,3,12.04,6.83,17.51,9.77,6.61,14.47,5.28,15.76,15.7,42.66,11.71
820,4.257484899,3,12.08,6.83,17.51,9.77,6.64,14.47,5.28,15.89,15.7,41.05,11.62
821,4.257484899,3,12.08,6.83,17.51,9.81,6.64,14.47,5.28,15.89,15.7,41.58,11.62
822,4.257484899,3,12.08,6.85,17.58,9.81,6.67,14.47,5.32,15.76,15.7,42.38,11.57
823,4.257484899,3,12.08,6.88,17.58,9.85,6.7,14.53,5.32,15.96,15.7,42.38,11.8
824,4.257484899,3,12.04,6.85,17.58,9.77,6.64,14.47,5.28,15.89,15.7,41.84,11.85
825,4.257484899,3,12.08,6.88,17.51,9.81,6.67,14.47,5.28,15.76,15.7,42.11,11.89
826,4.257484899,3,12.08,6.88,17.51,9.81,6.67,14.47,5.3,15.83,15.77,41.58,12.08
827,4.257484899,3,12.08,6.88,17.43,9.81,6.67,14.47,5.3,15.89,15.7,42.11,11.8
828,4.257484899,3,12.08,6.88,17.51,9.81,6.67,14.53,5.3,15.96,15.56,41.58,11.89
829,4.257484899,3,12.08,6.91,17.43,9.81,6.67,14.53,5.3,15.89,15.77,42.11,11.66
830,4.257484899,3,12.18,6.91,17.43,9.81,6.7,14.53,5.3,15.96,15.77,42.38,11.85
831,4.257484899,3,12.08,6.91,17.43,9.81,6.67,14.53,5.3,15.96,15.77,42.11,11.43
832,4.257484899,3,12.13,6.91,17.51,9.85,6.7,14.59,5.3,15.96,15.98,41.32,11.12
833,4.257484899,3,12.08,6.91,17.51,9.81,6.67,14.53,5.3,15.96,15.77,42.11,11.89
834,4.257484899,3,12.08,6.88,17.51,9.81,6.7,14.53,5.3,15.89,15.77,42.38,11.8
835,4.257484899,3,12.08,6.88,17.51,9.81,6.67,14.53,5.28,15.96,15.77,42.66,11.17
836,4.257484899,3,12.08,6.91,17.51,9.85,6.67,14.53,5.28,15.96,15.84,42.94,11.39
837,4.257484899,3,12.08,6.88,17.43,9.81,6.67,14.53,5.28,16.09,15.77,42.66,11.8
838,4.257484899,3,12.08,6.91,17.58,9.81,6.7,14.53,5.3,16.02,15.77,40.04,11.85
839,4.257484899,3,12.13,6.91,17.58,9.85,6.72,14.59,5.34,16.16,15.84,42.11,11.85
840,4.257484899,3,12.08,6.91,17.58,9.85,6.7,14.59,5.3,16.64,15.84,43.78,11.85
841,4.942929912,3,12.08,6.88,17.58,9.85,6.7,14.59,5.3,16.57,15.77,43.22,11.99
842,4.942929912,3,12.08,6.88,17.51,9.81,6.67,14.53,5.28,15.83,15.84,42.66,11.85
843,4.942929912,3,12.08,6.88,17.58,9.81,6.7,14.59,5.28,16.09,15.84,44.07,11.75
844,4.942929912,3,12.08,6.88,17.51,9.81,6.67,14.53,5.28,15.96,15.77,42.11,11.99
845,4.942929912,3,12.08,6.88,17.51,9.81,6.67,14.59,5.28,16.16,15.84,42.94,11.99
846,4.942929912,3,12.08,6.88,17.51,9.89,6.67,14.59,5.28,16.23,15.77,43.78,11.89
847,4.942929912,3,12.13,6.91,17.51,9.85,6.67,14.59,5.28,16.16,15.77,42.66,11.62
848,4.942929912,3,11.99,6.83,17.36,9.77,6.61,14.47,5.26,15.89,15.63,42.66,11.71
849,4.942929912,3,12.13,6.91,17.51,9.85,6.72,14.65,5.3,16.02,15.7,42.66,11.66
850,4.942929912,3,12.08,6.91,17.51,9.85,6.7,14.59,5.3,15.96,15.77,47.81,11.57
851,4.942929912,3,12.08,6.91,17.51,9.85,6.7,14.59,5.28,16.02,15.77,42.94,11.26
852,4.942929912,3,12.13,6.91,17.51,9.85,6.7,14.65,5.3,16.02,15.77,42.94,11.3
853,4.942929912,3,12.08,6.97,17.51,9.89,6.72,14.71,5.3,16.16,15.77,42.66,11.43
854,4.942929912,3,12.08,6.94,17.51,9.85,6.7,14.65,5.3,15.96,15.77,43.22,11.52
855,4.942929912,3,12.04,6.91,17.43,9.81,6.64,14.59,5.28,16.02,15.77,42.94,11.48
856,4.942929912,3,12.08,6.94,17.43,9.85,6.7,14.65,5.3,16.02,15.77,42.94,11.39
857,4.942929912,3,12.13,6.94,17.51,9.89,6.72,14.71,5.3,16.02,15.84,42.66,11.52
858,4.942929912,3,12.13,6.94,17.51,9.89,6.72,14.65,5.3,16.23,15.77,42.66,11.52
859,4.942929912,3,12.08,6.88,17.43,9.81,6.67,14.65,5.3,15.83,15.77,43.78,11.43
860,4.942929912,3,12.08,6.91,17.36,9.85,6.7,14.65,5.28,16.23,15.77,41.58,11.48
861,4.942929912,3,12.08,6.91,17.36,9.85,6.7,14.65,5.28,15.96,15.77,41.32,11.75
862,4.942929912,3,12.08,6.94,17.43,9.85,6.72,14.71,5.28,16.43,15.77,40.04,11.39
863,4.942929912,3,12.08,6.91,17.36,9.85,6.7,14.65,5.28,16.5,15.7,42.11,11.3
864,4.942929912,3,12.08,6.94,17.43,9.89,6.72,14.71,5.32,16.57,15.77,41.58,11.43
865,4.942929912,3,12.08,6.91,17.36,9.85,6.72,14.71,5.28,16.09,15.77,43.5,11.48
866,4.942929912,3,12.08,6.91,17.36,9.89,6.72,14.71,5.3,16.02,15.77,40.29,11.52
867,4.942929912,3,12.13,6.94,17.43,9.89,6.75,14.71,5.32,15.83,15.84,42.38,11.52
868,4.942929912,3,12.08,6.94,17.51,9.89,6.72,14.77,5.3,15.89,15.84,44.07,11.43
869,4.942929912,3,12.13,6.94,17.51,9.89,6.75,14.77,5.32,15.76,15.84,42.38,11.39
870,4.942929912,3,12.08,6.94,17.51,9.89,6.75,14.77,5.3,15.83,15.77,42.11,11.34
871,4.942929912,3,12.13,6.97,17.58,9.89,6.75,14.77,5.32,16.3,15.84,42.38,11.43
872,4.942929912,3,12.08,6.94,17.51,9.89,6.75,14.77,5.32,16.5,15.84,43.5,11.26
873,4.942929912,3,12.08,6.94,17.58,9.89,6.75,14.77,5.3,15.76,15.84,43.5,11.34
874,4.942929912,3,12.13,6.99,17.66,9.93,6.78,14.83,5.34,16.02,15.84,43.22,11.48
875,4.942929912,3,12.08,6.97,17.51,9.89,6.75,14.77,5.32,15.96,15.84,42.38,11.48
876,4.942929912,3,12.08,6.97,17.58,9.93,6.75,14.77,5.3,16.36,15.84,47.48,11.34
877,4.942929912,3,12.13,6.97,17.66,9.93,6.78,14.83,5.32,16.43,15.84,42.94,11.43
878,4.942929912,3,12.08,6.97,17.58,9.89,6.75,14.77,5.3,16.5,15.84,43.22,11.3
879,4.942929912,3,12.08,6.97,17.66,9.89,6.72,14.77,5.3,16.23,15.84,43.22,11.34
880,4.942929912,3,12.08,6.94,17.51,9.89,6.75,14.77,5.3,16.36,15.84,42.38,11.39
881,4.942929912,3,12.04,6.94,17.81,9.89,6.72,14.77,5.28,17.36,15.77,43.22,11.08
882,4.942929912,3,12.08,6.99,17.66,9.93,6.75,14.83,5.32,17.97,15.84,42.11,11.26
883,4.942929912,3,12.04,6.94,17.43,9.89,6.75,14.77,5.3,17.89,15.84,43.78,11.12
884,4.942929912,3,12.08,6.97,17.58,9.93,6.75,14.83,5.3,17.89,15.84,42.66,11.3
885,4.942929912,3,12.18,7.02,17.58,10.01,6.83,14.89,5.36,17.89,15.91,42.66,11.99
886,4.942929912,3,12.13,7.02,17.58,10.01,6.83,14.89,5.34,17.67,15.84,42.38,11.48
887,4.942929912,3,12.08,6.99,17.51,9.97,6.81,14.89,5.32,17.59,15.84,42.38,11.3
888,4.942929912,3,12.13,7.02,17.66,9.97,6.81,14.89,5.32,17.44,15.84,41.58,11.34
889,4.942929912,3,12.13,7.05,17.66,9.97,6.83,14.95,5.34,17.59,15.91,44.66,11.34
890,4.942929912,3,12.08,7.02,17.66,9.93,6.78,14.89,5.32,16.23,15.84,42.38,11.43
891,4.942929912,3,12.23,7.11,17.73,10.08,6.89,15.02,5.41,16.23,15.98,42.66,11.89
892,4.942929912,3,12.08,7.02,17.43,9.93,6.78,14.89,5.32,16.16,15.84,43.78,11.52
893,4.942929912,3,12.08,6.99,17.51,9.93,6.78,14.89,5.3,16.16,15.84,42.66,11.39
894,4.942929912,3,12.08,7.02,17.51,9.97,6.81,14.89,5.32,16.09,15.84,42.38,11.3
895,4.942929912,3,12.32,7.22,17.73,10.2,7,15.2,5.48,16.43,16.05,42.66,11.71
896,4.942929912,3,12.18,7.08,17.51,10.05,6.86,15.02,5.39,16.3,15.91,42.11,11.52
897,4.942929912,3,12.28,7.08,17.51,10.05,6.86,15.02,5.36,16.3,15.91,42.94,11.48
898,4.942929912,3,12.18,7.11,17.58,10.05,6.89,15.08,5.39,16.23,15.84,44.07,11.99
899,4.942929912,3,12.08,7.02,17.43,9.93,6.81,14.95,5.32,16.3,15.84,42.66,11.43
900,4.942929912,3,12.13,7.02,17.43,9.97,6.81,14.95,5.32,16.36,15.91,42.66,11.17
901,5.095707787,4,12.08,7.02,17.51,9.97,6.81,14.95,5.32,16.23,15.91,42.66,11.39
902,5.095707787,4,12.18,7.08,17.51,10.01,6.83,15.02,5.34,16.3,15.91,42.94,11.34
903,5.095707787,4,12.23,7.11,17.51,10.05,6.92,15.08,5.36,16.3,15.91,42.66,11.52
904,5.095707787,4,12.18,7.08,17.51,10.01,6.83,15.02,5.36,16.3,15.91,45.26,11.52
905,5.095707787,4,12.13,7.05,17.43,9.97,6.81,15.02,5.32,16.16,15.91,44.07,11.17
906,5.095707787,4,12.13,7.08,17.43,10.01,6.86,15.08,5.34,16.3,15.84,41.84,11.43
907,5.095707787,4,12.18,7.08,17.43,10.01,6.89,15.08,5.34,16.3,15.84,42.94,11.48
908,5.095707787,4,12.28,7.14,17.51,10.08,6.92,15.14,5.39,16.36,15.91,42.94,11.75
909,5.095707787,4,12.23,7.11,17.73,10.05,6.89,15.14,5.32,16.3,15.84,42.94,11.34
910,5.095707787,4,12.42,7.28,17.88,10.24,7.09,15.33,5.5,16.86,16.05,42.94,12.08
911,5.095707787,4,12.04,6.97,17.43,9.81,6.78,14.89,5.26,16.43,15.77,40.8,11.71
912,5.095707787,4,12.04,6.97,17.43,9.89,6.75,14.89,5.26,16.23,15.7,42.38,11.3
913,5.095707787,4,12.04,6.97,17.43,9.89,6.75,14.95,5.26,16.09,15.7,45.88,10.87
914,5.095707787,4,11.39,6.5,16.93,9.29,6.25,14.24,4.9,15.76,15.15,40.54,10.61
915,5.095707787,4,11.39,6.5,16.86,9.29,6.25,14.24,4.9,15.69,15.15,40.54,10.74
916,5.095707787,4,11.39,6.47,16.86,9.29,6.25,14.24,4.88,16.02,15.15,40.54,10.74
917,5.095707787,4,11.39,6.5,16.93,9.29,6.27,14.3,4.92,15.83,15.15,40.04,11.52
918,5.095707787,4,11.39,6.47,16.79,9.29,6.27,14.24,4.9,15.69,15.15,40.29,10.78
919,5.095707787,4,11.39,6.5,16.86,9.29,6.25,14.3,4.92,15.63,15.15,40.54,10.57
920,5.095707787,4,11.35,6.47,16.79,9.29,6.22,14.3,4.9,15.63,15.09,39.3,10.99
921,5.095707787,4,11.44,6.55,16.93,9.36,6.32,14.42,4.96,15.76,15.22,40.29,10.78
922,5.095707787,4,11.39,6.55,17,9.32,6.27,14.36,4.92,15.76,15.15,38.83,10.57
923,5.095707787,4,11.35,6.5,16.86,9.29,6.27,14.3,4.9,15.69,15.15,40.04,10.91
924,5.095707787,4,11.71,6.77,17.07,9.62,6.53,14.77,5.11,16.02,15.42,41.32,11.8
925,5.095707787,4,11.71,6.74,17.07,9.58,6.51,14.71,5.06,15.89,15.42,38.59,10.7
926,5.095707787,4,11.62,6.69,17,9.51,6.43,14.59,5.02,15.25,15.29,40.29,10.65
927,5.095707787,4,11.57,6.69,17,9.51,6.43,14.59,5,15.31,15.29,40.54,11.08
928,5.095707787,4,11.57,6.63,16.93,9.47,6.38,14.53,4.98,15.18,15.22,41.58,10.99
929,5.095707787,4,11.53,6.61,16.93,9.43,6.32,14.47,4.96,15.56,15.22,41.32,11.08
930,5.095707787,4,11.57,6.63,17,9.43,6.38,14.59,4.98,15.31,15.29,42.38,10.82
931,5.095707787,4,11.53,6.63,16.93,9.43,6.35,14.53,4.96,15.25,15.22,40.8,10.61
932,5.095707787,4,11.35,6.47,16.65,9.25,6.19,14.3,4.84,15.12,15.02,40.04,10.33
933,5.095707787,4,11.44,6.58,16.65,9.4,6.27,14.47,4.9,15.06,15.15,40.54,10.49
934,5.095707787,4,12.18,7.14,17.51,10.05,6.89,15.33,5.36,15.89,15.77,43.5,11.08
935,5.095707787,4,12.32,7.25,17.58,10.2,7,15.45,5.43,15.76,15.91,42.94,11.43
936,5.095707787,4,12.04,7.05,17.36,9.93,6.78,15.2,5.28,15.69,15.63,42.11,11.04
937,5.095707787,4,11.99,7.02,17.21,9.89,6.75,15.14,5.23,15.63,15.63,42.38,11.85
938,5.095707787,4,11.94,6.97,17.21,9.85,6.7,15.08,5.19,15.5,15.56,42.94,10.57
939,5.095707787,4,11.94,6.94,17.14,9.85,6.67,15.08,5.17,15.37,15.63,43.5,10.99
940,5.095707787,4,11.94,6.97,17.21,9.89,6.7,15.08,5.21,15.63,15.56,42.11,10.99
941,5.095707787,4,11.89,6.94,17.14,9.85,6.64,15.02,5.19,15.63,15.63,42.66,10.95
942,5.095707787,4,11.53,6.58,16.72,9.4,6.27,14.47,4.92,15.18,15.22,40.8,10.09
943,5.095707787,4,11.94,6.97,17.14,9.85,6.67,15.08,5.19,15.56,15.56,42.38,10.74
944,5.095707787,4,11.94,6.99,17.21,9.85,6.67,15.08,5.21,15.56,15.56,41.84,11.08
945,5.095707787,4,11.94,6.99,17.21,9.89,6.7,15.14,5.21,15.63,15.56,41.84,10.74
946,5.095707787,4,11.99,7.02,17.21,9.89,6.72,15.14,5.21,15.63,15.56,42.94,11.62
947,5.095707787,4,11.99,7.02,17.29,9.85,6.7,15.14,5.21,15.69,15.7,42.38,11.3
948,5.095707787,4,11.99,7.05,17.29,9.93,6.72,15.14,5.23,15.56,15.56,42.38,11.48
949,5.095707787,4,11.85,6.94,17.14,9.81,6.61,15.02,5.15,15.56,15.49,41.32,11.48
950,5.095707787,4,11.94,7.02,17.21,9.85,6.7,15.14,5.21,15.5,15.56,42.38,10.95
951,5.095707787,4,11.94,7.02,17.21,9.89,6.7,15.14,5.21,15.56,15.56,41.84,11.48
952,5.095707787,4,11.99,7.05,17.21,9.93,6.72,15.2,5.21,15.63,15.56,42.66,11.12
953,5.095707787,4,11.99,7.05,17.21,9.89,6.72,15.14,5.21,15.56,15.56,42.38,11.48
954,5.095707787,4,11.94,7.05,17.21,9.93,6.72,15.2,5.19,15.63,15.56,42.38,10.95
955,5.095707787,4,11.99,7.02,17.14,9.93,6.75,15.2,5.21,15.63,15.56,42.11,11.21
956,5.095707787,4,12.04,7.05,17.21,9.93,6.75,15.2,5.23,15.63,15.56,42.66,11.17
957,5.095707787,4,11.99,7.02,17.21,9.93,6.72,15.2,5.21,15.56,15.56,42.66,11.26
958,5.095707787,4,11.99,7.02,17.21,9.93,6.72,15.2,5.23,15.69,15.56,46.83,11.3
959,5.095707787,4,11.99,7.02,17.14,9.89,6.7,15.2,5.19,15.69,15.49,41.84,11.17
960,5.095707787,4,11.99,7.05,17.14,9.93,6.75,15.26,5.23,15.89,15.49,42.11,12.03
961,5.131708183,4,11.99,7.05,17.21,9.93,6.75,15.2,5.23,15.63,15.56,41.58,11.21
962,5.131708183,4,11.99,7.05,17.14,9.97,6.75,15.26,5.21,15.63,15.49,41.84,11.08
963,5.131708183,4,11.99,7.02,17.07,9.93,6.72,15.2,5.21,15.44,15.49,44.96,11.71
964,5.131708183,4,11.94,7.02,17.14,9.89,6.7,15.14,5.17,15.56,15.49,41.32,11.12
965,5.131708183,4,11.94,6.99,17.07,9.89,6.7,15.2,5.19,15.56,15.49,45.57,11.04
966,5.131708183,4,11.94,7.05,17.07,9.93,6.72,15.2,5.21,15.63,15.49,39.06,10.99
967,5.131708183,4,11.99,7.08,17.14,9.93,6.72,15.26,5.21,15.63,15.49,41.84,10.99
968,5.131708183,4,11.99,7.11,17.14,9.93,6.75,15.26,5.21,15.63,15.49,40.8,11.17
969,5.131708183,4,11.99,7.11,17.07,9.93,6.75,15.26,5.21,15.63,15.56,40.04,11.08
970,5.131708183,4,11.39,6.58,16.37,9.36,6.22,14.53,4.84,15,14.96,40.04,10.61
971,5.131708183,4,11.89,7.02,17,9.89,6.7,15.2,5.17,15.69,15.42,41.84,11.17
972,5.131708183,4,11.89,7.02,17.07,9.89,6.7,15.2,5.15,15.56,15.42,41.58,11.12
973,5.131708183,4,11.89,7.05,17.07,9.85,6.7,15.2,5.15,15.56,15.42,41.32,11.34
974,5.131708183,4,11.94,7.02,17,9.89,6.7,15.26,5.17,15.5,15.42,40.54,10.91
975,5.131708183,4,11.94,7.08,17,9.89,6.7,15.26,5.17,15.56,15.42,40.04,11.17
976,5.131708183,4,11.94,7.08,17,9.93,6.72,15.26,5.15,15.56,15.42,41.32,11.34
977,5.131708183,4,11.99,7.11,17,9.93,6.72,15.26,5.19,16.02,15.42,41.05,11.04
978,5.131708183,4,11.99,7.14,17.07,9.97,6.75,15.33,5.19,15.63,15.42,42.38,11.12
979,5.131708183,4,12.04,7.11,17.07,10.01,6.78,15.39,5.23,15.63,15.49,43.22,10.91
980,5.131708183,4,12.28,7.28,17.14,10.2,6.94,15.65,5.36,15.76,15.7,43.22,11.71
981,5.131708183,4,12.32,7.31,17.29,10.28,7,15.78,5.39,15.96,15.7,42.94,11.75
982,5.131708183,4,12.42,7.43,17.29,10.32,7.03,15.78,5.43,16.09,15.77,43.22,11.48
983,5.131708183,4,12.37,7.4,17.36,10.32,7,15.78,5.41,15.83,15.7,43.22,11.62
984,5.131708183,4,12.08,7.16,16.93,10.05,6.78,15.39,5.21,15.56,15.49,41.58,11.17
985,5.131708183,4,12.23,7.22,17.14,10.16,6.89,15.58,5.32,18.94,15.56,42.11,11.75
986,5.131708183,4,12.42,7.37,17.36,10.37,7.09,15.91,5.45,16.36,15.84,42.94,11.85
987,5.131708183,4,12.37,7.34,17.29,10.41,7.06,15.84,5.41,15.69,15.77,42.66,11.85
988,5.131708183,4,12.28,7.28,17.14,10.24,6.94,15.71,5.34,15.56,15.7,43.22,11.66
989,5.131708183,4,11.94,7.05,17,9.93,6.72,15.33,5.17,15.31,15.42,42.38,11.52
990,5.131708183,4,11.99,7.02,16.93,9.93,6.72,15.33,5.17,15.31,15.42,41.58,11.34
991,5.131708183,4,12.04,7.02,17,10.01,6.81,15.45,5.21,15.44,15.49,41.32,11.08
992,5.131708183,4,12.13,7.05,17,10.01,6.78,15.45,5.21,15.37,15.49,42.66,11.3
993,5.131708183,4,12.04,7.05,17,10.01,6.78,15.45,5.21,15.56,15.49,41.84,11.04
994,5.131708183,4,11.99,7.02,16.93,9.97,6.72,15.39,5.17,15.37,15.35,41.84,11.48
995,5.131708183,4,11.99,7.11,17,9.97,6.75,15.45,5.19,15.5,15.42,41.32,10.49
996,5.131708183,4,11.89,7.05,16.86,9.89,6.67,15.33,5.15,15.5,15.35,42.11,10.95
997,5.131708183,4,11.89,7.05,16.93,9.89,6.67,15.33,5.15,15.5,15.35,41.84,10.95
998,5.131708183,4,11.99,7.11,16.93,10.01,6.72,15.45,5.19,15.56,15.42,41.84,11.39
999,5.131708183,4,12.08,7.11,16.93,10.05,6.78,15.52,5.21,15.5,15.49,42.11,10.95
1000,5.131708183,4,11.94,7.05,16.93,9.93,6.7,15.39,5.15,15.44,15.42,43.22,10.99
1001,5.131708183,4,11.94,7.05,16.93,9.93,6.7,15.39,5.17,15.44,15.42,42.11,10.95
1002,5.131708183,4,12.28,7.31,17.14,10.24,6.97,15.84,5.34,15.69,15.63,41.84,11.62
1003,5.131708183,4,11.94,7.05,16.86,9.97,6.72,15.45,5.17,15.63,15.42,41.84,10.91
1004,5.131708183,4,11.94,7.05,16.93,9.97,6.72,15.45,5.17,15.37,15.42,42.11,10.91
1005,5.131708183,4,11.94,7.02,16.93,9.97,6.72,15.45,5.19,15.44,15.42,40.04,11.08
1006,5.131708183,4,12.13,7.19,17.14,10.16,6.86,15.71,5.3,15.83,15.56,41.84,11.26
1007,5.131708183,4,12.32,7.34,17.21,10.37,7.03,15.97,5.41,15.63,15.7,42.66,11.3
1008,5.131708183,4,12.32,7.34,17.21,10.37,7.03,15.97,5.41,15.69,15.7,42.94,11.66
1009,5.131708183,4,12.42,7.4,17.29,10.41,7.06,16.04,5.43,15.69,15.77,43.78,11.48
1010,5.131708183,4,12.37,7.37,17.29,10.41,7.03,16.04,5.43,15.76,15.77,42.94,11.43
1011,5.131708183,4,11.99,7.11,16.93,10.08,6.75,15.58,5.19,15.5,15.42,41.84,10.99
1012,5.131708183,4,11.94,7.05,16.86,10.01,6.7,15.45,5.17,15.5,15.42,45.57,10.99
1013,5.131708183,4,11.94,7.08,16.93,10.01,6.72,15.52,5.19,15.89,15.56,41.32,11.3
1014,5.131708183,4,11.99,7.08,16.86,10.05,6.72,15.52,5.19,15.56,15.56,41.32,11.43
1015,5.131708183,4,11.99,7.08,16.93,10.05,6.72,15.58,5.19,15.5,15.56,41.05,11.08
1016,5.131708183,4,11.99,7.11,16.86,10.05,6.75,15.58,5.19,15.5,15.56,42.11,11.12
1017,5.131708183,4,12.04,7.11,16.93,10.08,6.78,15.65,5.23,15.56,15.56,39.06,10.41
1018,5.131708183,4,12.04,7.14,16.93,10.08,6.78,15.65,5.21,15.56,15.56,41.84,11.12
1019,5.131708183,4,12.08,7.16,17,10.16,6.83,15.71,5.26,15.63,15.63,41.84,11.17
1020,5.131708183,4,12.08,7.14,16.93,10.16,6.83,15.71,5.26,15.63,15.63,42.11,11.52
1021,5.15872705,4,12.08,7.16,16.93,10.2,6.86,15.78,5.28,15.76,15.56,41.32,11.12
1022,5.15872705,4,12.08,7.16,16.93,10.2,6.86,15.78,5.28,15.63,15.56,42.38,11.66
1023,5.15872705,4,12.08,7.16,16.93,10.2,6.89,15.78,5.28,15.63,15.56,42.94,11.3
1024,5.15872705,4,12.37,7.19,16.86,10.2,6.86,15.78,5.28,15.69,15.56,41.58,11.21
1025,5.15872705,4,12.37,7.16,16.86,10.2,6.86,15.78,5.26,15.63,15.49,41.58,11.21
1026,5.15872705,4,12.37,7.19,16.86,10.2,6.89,15.78,5.26,15.69,15.56,41.84,11.26
1027,5.15872705,4,12.32,7.19,16.79,10.2,6.86,15.78,5.28,15.63,15.56,43.22,11.34
1028,5.15872705,4,12.28,7.16,16.79,10.2,6.86,15.78,5.26,15.63,15.56,46.19,11.57
1029,5.15872705,4,12.37,7.16,16.79,10.2,6.83,15.78,5.26,15.69,15.49,42.94,11.48
1030,5.15872705,4,12.28,7.14,16.79,10.16,6.83,15.78,5.26,16.23,15.49,41.84,11.43
1031,5.15872705,4,12.28,7.14,16.72,10.2,6.83,15.78,5.26,15.63,15.49,43.22,11.34
1032,5.15872705,4,12.28,7.14,16.79,10.16,6.83,15.78,5.26,15.63,15.56,42.11,11.08
1033,5.15872705,4,12.32,7.19,16.79,10.2,6.86,15.84,5.28,15.63,15.56,41.05,11.26
1034,5.15872705,4,12.32,7.14,16.79,10.2,6.86,15.84,5.28,15.69,15.56,42.11,10.95
1035,5.15872705,4,12.37,7.16,16.79,10.2,6.86,15.84,5.26,15.63,15.56,41.32,11.12
1036,5.15872705,4,12.32,7.16,16.72,10.2,6.86,15.84,5.26,15.63,15.56,42.11,11.08
1037,5.15872705,4,12.32,7.19,16.79,10.2,6.86,15.84,5.28,15.89,15.56,41.05,11.04
